id_actividadæid_tipo_componenteæCom_Lubætipo_consumidoæcantidad_consumida
908670æ25æGæ1    æ11æ
908671æ25æGæ1    æ14æ
908674æ25æGæ1    æ14æ
908675æ25æGæ1    æ9.874æ
908676æ25æGæ1    æ10æ
908679æ25æGæ1    æ11æ
908681æ25æGæ1    æ12æ
908684æ25æGæ1    æ11æ
908687æ25æGæ1    æ10æ
908691æ25æGæ1    æ11æ
908694æ25æGæ1    æ6æ
908695æ25æGæ1    æ11æ
908696æ25æGæ1    æ10æ
908697æ25æGæ1    æ8æ
908698æ25æGæ1    æ9æ
908701æ25æGæ1    æ11æ
908702æ25æGæ1    æ10æ
908703æ25æGæ1    æ11æ
908721æ25æGæ1    æ12æ
908722æ25æGæ1    æ6æ
908723æ25æGæ1    æ8æ
908724æ25æGæ1    æ6æ
908725æ25æGæ1    æ6æ
908726æ25æGæ1    æ7æ
908728æ25æGæ1    æ9æ
908729æ25æGæ1    æ6æ
908730æ25æGæ1    æ8æ
908731æ25æGæ1    æ10æ
908733æ25æGæ1    æ11æ
908749æ25æGæ1    æ19æ
908751æ25æGæ1    æ14æ
908754æ25æGæ1    æ15æ
908757æ25æGæ1    æ17æ
908827æ25æGæ1    æ72æ
908841æ25æGæ1    æ74æ
908847æ25æGæ1    æ59æ
908851æ25æGæ1    æ63æ
908860æ25æGæ1    æ53æ
908861æ25æGæ1    æ66æ
908863æ25æGæ1    æ55æ
908866æ25æGæ1    æ74æ
908869æ25æGæ1    æ67.51æ
908870æ25æGæ1    æ7.76æ
908872æ25æGæ1    æ5.4æ
908874æ25æGæ1    æ6.69æ
908875æ25æGæ1    æ8.4æ
908876æ25æGæ1    æ13.4æ
908877æ25æGæ1    æ9.62æ
908881æ25æGæ1    æ56æ
908893æ25æGæ1    æ52æ
908896æ25æGæ1    æ60æ
908900æ25æGæ1    æ52æ
908911æ25æGæ1    æ42æ
908923æ25æGæ1    æ48æ
908935æ25æGæ1    æ58æ
908937æ25æGæ1    æ59æ
908951æ25æGæ1    æ34æ
908956æ25æGæ1    æ33æ
908960æ25æGæ1    æ38æ
908966æ25æGæ1    æ32æ
908987æ25æGæ1    æ34æ
909008æ25æGæ1    æ50æ
909011æ25æGæ1    æ53æ
909038æ25æGæ1    æ57æ
909049æ25æGæ1    æ55æ
909064æ25æGæ1    æ33æ
909157æ25æGæ1    æ36æ
909160æ25æGæ1    æ44æ
909169æ25æGæ1    æ70æ
909172æ25æGæ1    æ55æ
909180æ25æGæ1    æ88æ
909192æ25æGæ1    æ43æ
909197æ25æGæ1    æ88æ
909199æ25æGæ1    æ52æ
909210æ25æGæ1    æ30æ
909216æ25æGæ1    æ60æ
909218æ25æGæ1    æ53æ
909222æ25æGæ1    æ70æ
909234æ25æGæ1    æ118æ
909237æ25æGæ1    æ28æ
909244æ25æGæ1    æ27æ
909249æ25æGæ1    æ36æ
909250æ25æGæ1    æ32æ
909283æ25æGæ1    æ65æ
909291æ25æGæ1    æ60æ
909298æ25æGæ1    æ64æ
909301æ25æGæ1    æ21æ
909305æ25æGæ1    æ41æ
909313æ25æGæ1    æ65æ
909316æ25æGæ1    æ31æ
909328æ25æGæ1    æ56æ
909389æ25æGæ1    æ45æ
909393æ25æGæ1    æ45æ
909399æ25æGæ1    æ17æ
909532æ16æGæ1    æ34æ
909537æ25æGæ1    æ15æ
909545æ25æGæ1    æ10æ
909546æ25æGæ1    æ12æ
909548æ25æGæ1    æ7æ
909553æ25æGæ1    æ12æ
909560æ25æGæ1    æ16æ
909562æ25æGæ1    æ20æ
909564æ25æGæ1    æ9æ
909565æ25æGæ1    æ26æ
909568æ25æGæ1    æ27æ
909569æ25æGæ1    æ9æ
909570æ25æGæ1    æ12æ
909573æ25æGæ1    æ7æ
909574æ25æGæ1    æ14æ
909575æ25æGæ1    æ14æ
909604æ25æGæ1    æ43æ
909614æ25æGæ1    æ40æ
909621æ25æGæ1    æ60æ
909656æ25æGæ1    æ18æ
909660æ25æGæ1    æ15æ
909696æ25æGæ1    æ112æ
909698æ25æGæ1    æ14æ
909700æ25æGæ1    æ18æ
909704æ25æGæ1    æ40æ
909708æ25æGæ1    æ41æ
909719æ25æGæ1    æ40æ
909732æ25æGæ1    æ87æ
909734æ25æGæ1    æ119æ
909738æ25æGæ1    æ114æ
909739æ25æGæ1    æ30æ
909740æ25æGæ1    æ18æ
909742æ25æGæ1    æ93æ
909743æ25æGæ1    æ70æ
909744æ25æGæ1    æ43æ
909745æ25æGæ1    æ19æ
909747æ25æGæ1    æ76æ
909751æ25æGæ1    æ27æ
909753æ25æGæ1    æ69æ
909755æ25æGæ1    æ59æ
909757æ25æGæ1    æ80æ
909758æ25æGæ1    æ50æ
909759æ25æGæ1    æ30æ
909760æ25æGæ1    æ71æ
909761æ25æGæ1    æ80æ
909763æ25æGæ1    æ90æ
909764æ25æGæ1    æ50æ
909766æ25æGæ1    æ85æ
909767æ25æGæ1    æ73æ
909769æ25æGæ1    æ16æ
909771æ25æGæ1    æ23æ
909772æ25æGæ1    æ14æ
909782æ25æGæ1    æ126æ
909783æ25æGæ1    æ50æ
909785æ25æGæ1    æ42æ
909893æ25æGæ1    æ10æ
909898æ25æGæ1    æ6æ
909921æ25æGæ1    æ11æ
909933æ25æGæ1    æ6æ
909934æ25æGæ1    æ5æ
909985æ25æGæ1    æ42æ
909992æ25æGæ1    æ59æ
910026æ25æGæ1    æ58æ
910156æ25æGæ1    æ38æ
910227æ25æGæ1    æ70æ
910251æ25æGæ1    æ16æ
910258æ25æGæ1    æ69æ
910275æ25æGæ1    æ34æ
910409æ25æGæ1    æ47æ
910420æ25æGæ1    æ58æ
910443æ25æGæ1    æ61æ
910458æ25æGæ1    æ62æ
910461æ25æGæ1    æ37æ
910466æ25æGæ1    æ26æ
910469æ25æGæ1    æ53æ
910472æ25æGæ1    æ52æ
910474æ25æGæ1    æ51æ
910475æ25æGæ1    æ17æ
910476æ25æGæ1    æ54æ
910478æ25æGæ1    æ37æ
910480æ25æGæ1    æ52æ
910512æ25æGæ1    æ143æ
910520æ25æGæ1    æ115æ
910527æ25æGæ1    æ100æ
910549æ25æGæ1    æ72æ
910550æ25æGæ1    æ104æ
910552æ25æGæ1    æ58æ
910554æ25æGæ1    æ27æ
910557æ25æGæ1    æ33æ
910559æ25æGæ1    æ5æ
910564æ25æGæ1    æ30æ
910568æ25æGæ1    æ9æ
910569æ25æGæ1    æ9æ
910572æ25æGæ1    æ11æ
910574æ25æGæ1    æ18æ
910575æ25æGæ1    æ9æ
910576æ25æGæ1    æ16æ
910577æ25æGæ1    æ15æ
910578æ25æGæ1    æ25æ
910580æ25æGæ1    æ7æ
910581æ25æGæ1    æ10æ
910582æ25æGæ1    æ9æ
910583æ25æGæ1    æ11æ
910586æ25æGæ1    æ26æ
910589æ25æGæ1    æ7æ
910590æ25æGæ1    æ60æ
910594æ25æGæ1    æ30æ
910596æ25æGæ1    æ53æ
910599æ25æGæ1    æ43æ
910601æ25æGæ1    æ51æ
910623æ25æGæ1    æ32æ
910626æ25æGæ1    æ31æ
910628æ25æGæ1    æ20æ
910692æ25æGæ1    æ112æ
910696æ25æGæ1    æ81æ
910710æ25æGæ1    æ23æ
910711æ25æGæ1    æ14æ
910726æ25æGæ1    æ37æ
910771æ25æGæ1    æ10æ
910773æ25æGæ1    æ16æ
910774æ25æGæ1    æ6æ
910840æ25æGæ1    æ51æ
910858æ25æGæ1    æ39æ
910860æ25æGæ1    æ70æ
910878æ25æGæ1    æ30æ
910881æ25æGæ1    æ34æ
910883æ25æGæ1    æ19æ
910885æ25æGæ1    æ31æ
910917æ25æGæ1    æ95æ
910944æ25æGæ1    æ59æ
910964æ25æGæ1    æ39æ
910969æ25æGæ1    æ76æ
910976æ25æGæ1    æ46æ
910978æ25æGæ1    æ17æ
910991æ25æGæ1    æ138æ
910997æ25æGæ1    æ73æ
910998æ25æGæ1    æ68æ
911001æ25æGæ1    æ61æ
911005æ25æGæ1    æ25æ
911013æ25æGæ1    æ53æ
911016æ25æGæ1    æ20æ
911019æ25æGæ1    æ65æ
911025æ25æGæ1    æ116æ
911031æ25æGæ1    æ10æ
911033æ25æGæ1    æ24æ
911040æ25æGæ1    æ35æ
911044æ25æGæ1    æ6.662æ
911046æ25æGæ1    æ7.851æ
911047æ25æGæ1    æ6.136æ
911048æ25æGæ1    æ10æ
911049æ25æGæ1    æ10æ
911050æ25æGæ1    æ10.7æ
911052æ25æGæ1    æ10.5æ
911053æ25æGæ1    æ12æ
911055æ25æGæ1    æ9æ
911069æ25æGæ1    æ54æ
911072æ25æGæ1    æ74æ
911073æ25æGæ1    æ36æ
911080æ25æGæ1    æ71æ
911081æ25æGæ1    æ40æ
911082æ25æGæ1    æ59æ
911084æ25æGæ1    æ43æ
911085æ25æGæ1    æ45æ
911086æ25æGæ1    æ37æ
911088æ25æGæ1    æ46æ
911089æ25æGæ1    æ45æ
911090æ25æGæ1    æ43æ
911092æ25æGæ1    æ44æ
911097æ25æGæ1    æ54æ
911098æ25æGæ1    æ52æ
911099æ25æGæ1    æ59æ
911116æ25æGæ1    æ27æ
911118æ25æGæ1    æ38æ
911120æ25æGæ1    æ28æ
911125æ25æGæ1    æ19æ
911128æ25æGæ1    æ48æ
911182æ25æGæ1    æ22æ
911183æ25æGæ1    æ26æ
911185æ25æGæ1    æ28æ
911186æ25æGæ1    æ20æ
911188æ25æGæ1    æ19æ
911220æ25æGæ1    æ51.78æ
911244æ25æGæ1    æ51.7æ
911251æ25æGæ1    æ77æ
911260æ25æGæ1    æ70æ
911262æ25æGæ1    æ62æ
911269æ25æGæ1    æ56.79æ
911272æ25æGæ1    æ48.71æ
911277æ25æGæ1    æ77æ
911295æ25æGæ1    æ32æ
911298æ25æGæ1    æ69æ
911304æ25æGæ1    æ11æ
911310æ25æGæ1    æ67æ
911312æ25æGæ1    æ20.98æ
911313æ25æGæ1    æ15æ
911314æ25æGæ1    æ35æ
911318æ25æGæ1    æ51.12æ
911319æ25æGæ1    æ45.5æ
911321æ25æGæ1    æ71æ
911324æ25æGæ1    æ76.16æ
911341æ25æGæ1    æ56æ
911367æ25æGæ1    æ56æ
911370æ25æGæ1    æ64æ
911374æ25æGæ1    æ49æ
911382æ25æGæ1    æ55æ
911384æ25æGæ1    æ36æ
911400æ25æGæ1    æ12.018æ
911402æ25æGæ1    æ56æ
911407æ25æGæ1    æ45æ
911414æ25æGæ1    æ55æ
911416æ25æGæ1    æ32æ
911417æ25æGæ1    æ62æ
911666æ25æGæ1    æ60æ
911668æ25æGæ1    æ59æ
911672æ25æGæ1    æ42æ
911673æ25æGæ1    æ24æ
911761æ25æGæ1    æ72æ
911762æ25æGæ1    æ69æ
911775æ25æGæ1    æ44æ
911784æ25æGæ1    æ56æ
911785æ25æGæ1    æ30æ
911786æ25æGæ1    æ78æ
911791æ25æGæ1    æ44æ
911796æ25æGæ1    æ65æ
911802æ25æGæ1    æ32æ
911805æ25æGæ1    æ47æ
911806æ25æGæ1    æ81æ
911810æ25æGæ1    æ60æ
911811æ25æGæ1    æ71æ
911812æ25æGæ1    æ67æ
911815æ25æGæ1    æ9æ
911818æ25æGæ1    æ9æ
911825æ25æGæ1    æ11æ
911826æ25æGæ1    æ16æ
911827æ25æGæ1    æ9æ
911829æ25æGæ1    æ13æ
911830æ25æGæ1    æ24æ
911831æ25æGæ1    æ20æ
911834æ25æGæ1    æ11æ
911835æ25æGæ1    æ13æ
911840æ25æGæ1    æ78æ
911853æ25æGæ1    æ52æ
911854æ25æGæ1    æ44æ
911857æ25æGæ1    æ28æ
911860æ25æGæ1    æ14æ
911863æ25æGæ1    æ12æ
911864æ25æGæ1    æ7æ
911872æ25æGæ1    æ7æ
911876æ25æGæ1    æ17æ
911878æ25æGæ1    æ31æ
911879æ25æGæ1    æ10æ
911880æ25æGæ1    æ15æ
911881æ25æGæ1    æ11æ
911882æ25æGæ1    æ11æ
911885æ25æGæ1    æ3æ
911893æ25æGæ1    æ54æ
911894æ25æGæ1    æ20æ
911895æ25æGæ1    æ31æ
911898æ25æGæ1    æ50æ
911899æ25æGæ1    æ21æ
911900æ25æGæ1    æ30æ
911901æ25æGæ1    æ31æ
911902æ25æGæ1    æ32æ
911903æ25æGæ1    æ47æ
911920æ25æGæ1    æ8æ
911921æ25æGæ1    æ42æ
911927æ25æGæ1    æ116æ
911931æ25æGæ1    æ35æ
911933æ25æGæ1    æ83æ
911934æ25æGæ1    æ74æ
911936æ25æGæ1    æ76æ
911938æ25æGæ1    æ42æ
911941æ25æGæ1    æ94æ
911943æ25æGæ1    æ82æ
911946æ25æGæ1    æ68æ
911950æ25æGæ1    æ60æ
911952æ25æGæ1    æ89æ
911954æ25æGæ1    æ5æ
911955æ25æGæ1    æ17æ
911960æ25æGæ1    æ171æ
911976æ25æGæ1    æ124æ
911986æ25æGæ1    æ125æ
911989æ25æGæ1    æ121æ
911994æ25æGæ1    æ150æ
911996æ25æGæ1    æ182æ
912005æ25æGæ1    æ182æ
912008æ25æGæ1    æ35æ
912020æ25æGæ1    æ39.8æ
912028æ25æGæ1    æ38æ
912030æ25æGæ1    æ33æ
912033æ25æGæ1    æ33.5æ
912040æ25æGæ1    æ3æ
912052æ25æGæ1    æ12.9æ
912054æ25æGæ1    æ12.7æ
912056æ25æGæ1    æ8æ
912057æ25æGæ1    æ27.3æ
912060æ25æGæ1    æ26æ
912086æ25æGæ1    æ64æ
912089æ25æGæ1    æ45æ
912090æ25æGæ1    æ44æ
912091æ25æGæ1    æ54æ
912092æ25æGæ1    æ66æ
912094æ25æGæ1    æ65æ
912104æ25æGæ1    æ57æ
912106æ25æGæ1    æ46æ
912108æ25æGæ1    æ45æ
912110æ25æGæ1    æ46æ
912114æ25æGæ1    æ46æ
912117æ25æGæ1    æ42æ
912127æ25æGæ1    æ68æ
912133æ25æGæ1    æ36æ
912135æ25æGæ1    æ41æ
912140æ25æGæ1    æ47æ
912157æ25æGæ1    æ102æ
912167æ25æGæ1    æ6æ
912182æ25æGæ1    æ70æ
912185æ25æGæ1    æ49.5æ
912186æ25æGæ1    æ78æ
912187æ25æGæ1    æ58.4æ
912188æ25æGæ1    æ49.3æ
912189æ25æGæ1    æ50.6æ
912192æ25æGæ1    æ38æ
912198æ25æGæ1    æ27æ
912199æ25æGæ1    æ22æ
912200æ25æGæ1    æ24.8æ
912202æ25æGæ1    æ30æ
912203æ25æGæ1    æ35æ
912224æ25æGæ1    æ109.7æ
912225æ25æGæ1    æ94.5æ
912226æ25æGæ1    æ121æ
912228æ25æGæ1    æ87æ
912229æ25æGæ1    æ45æ
912231æ25æGæ1    æ54æ
912232æ25æGæ1    æ98æ
912233æ25æGæ1    æ79æ
912234æ25æGæ1    æ80æ
912241æ25æGæ1    æ104.4æ
912242æ25æGæ1    æ49æ
912243æ25æGæ1    æ73æ
912246æ25æGæ1    æ61æ
912247æ25æGæ1    æ67æ
912251æ25æGæ1    æ66.2æ
912255æ25æGæ1    æ78æ
912258æ25æGæ1    æ50æ
912260æ25æGæ1    æ49æ
912261æ25æGæ1    æ44æ
912288æ25æGæ1    æ45æ
912290æ25æGæ1    æ34æ
912291æ25æGæ1    æ33æ
912293æ25æGæ1    æ72æ
912301æ25æGæ3    æ73.6æ
912302æ25æGæ1    æ48.6æ
912304æ25æGæ1    æ46æ
912305æ25æGæ1    æ28æ
912310æ25æGæ1    æ41.6æ
912315æ25æGæ1    æ38.5æ
912328æ25æGæ1    æ26.4æ
912329æ25æGæ1    æ30æ
912331æ25æGæ1    æ30.2æ
912332æ25æGæ1    æ25æ
912346æ25æGæ1    æ46.48æ
912371æ25æGæ1    æ48æ
912374æ25æGæ1    æ67æ
912376æ25æGæ1    æ30æ
912378æ25æGæ1    æ30æ
912380æ25æGæ1    æ28æ
912382æ25æGæ1    æ29æ
912384æ25æGæ1    æ39æ
912386æ25æGæ1    æ37æ
912387æ25æGæ1    æ27æ
912388æ25æGæ1    æ53æ
912389æ25æGæ1    æ93æ
912390æ25æGæ1    æ76æ
912392æ25æGæ1    æ92æ
912393æ25æGæ1    æ62æ
912395æ25æGæ1    æ73æ
912396æ25æGæ1    æ109æ
912398æ25æGæ1    æ77æ
912399æ25æGæ1    æ72æ
912401æ25æGæ1    æ77æ
912403æ25æGæ1    æ39.7æ
912404æ25æGæ1    æ107.6æ
912405æ25æGæ1    æ27æ
912411æ25æGæ1    æ59æ
912413æ25æGæ1    æ54.4æ
912415æ25æGæ1    æ45æ
912419æ25æGæ1    æ55æ
912422æ25æGæ1    æ80æ
912424æ25æGæ1    æ89æ
912428æ25æGæ1    æ84æ
912429æ25æGæ1    æ35æ
912453æ25æGæ1    æ45æ
912454æ25æGæ1    æ57æ
912455æ25æGæ1    æ51æ
912458æ25æGæ1    æ39æ
912461æ25æGæ1    æ46æ
912462æ25æGæ1    æ19æ
912463æ25æGæ1    æ50æ
912467æ25æGæ1    æ65æ
912501æ25æGæ1    æ61æ
912508æ25æGæ1    æ28æ
912510æ25æGæ1    æ53æ
912513æ25æGæ1    æ64æ
912519æ25æGæ1    æ68æ
912528æ25æGæ1    æ62æ
912529æ25æGæ1    æ40æ
912531æ25æGæ1    æ75æ
912536æ25æGæ1    æ75æ
912541æ25æGæ1    æ83æ
912542æ25æGæ1    æ28.46æ
912550æ25æGæ1    æ69æ
912555æ25æGæ1    æ79æ
912557æ25æGæ1    æ51æ
912570æ16æGæ1    æ87æ
912573æ16æGæ1    æ69æ
912575æ16æGæ1    æ70æ
912579æ16æGæ1    æ56æ
912581æ16æGæ1    æ57æ
912588æ25æGæ1    æ20æ
912593æ16æGæ1    æ86æ
912599æ16æGæ1    æ53æ
912605æ16æGæ1    æ89æ
912606æ25æGæ1    æ25æ
912615æ16æGæ1    æ53æ
912628æ16æGæ1    æ73æ
912629æ16æGæ1    æ53æ
912632æ25æGæ1    æ11.4æ
912637æ25æGæ1    æ14.2æ
912639æ16æGæ1    æ92æ
912645æ25æGæ1    æ11æ
912646æ16æGæ1    æ32æ
912647æ25æGæ1    æ9.78æ
912648æ16æGæ1    æ63æ
912652æ16æGæ1    æ63æ
912653æ25æGæ1    æ10æ
912654æ25æGæ1    æ6.6æ
912655æ25æGæ1    æ6.5æ
912661æ25æGæ1    æ8.1æ
912662æ25æGæ1    æ51æ
912663æ25æGæ1    æ6.5æ
912666æ25æGæ1    æ6.7æ
912667æ25æGæ1    æ7æ
912672æ25æGæ1    æ68æ
912673æ25æGæ1    æ61.7æ
912677æ25æGæ1    æ44.4æ
912680æ25æGæ1    æ54æ
912682æ25æGæ1    æ58æ
912684æ25æGæ1    æ67æ
912686æ25æGæ1    æ46æ
912694æ25æGæ1    æ53æ
912695æ25æGæ1    æ11.2æ
912698æ25æGæ1    æ80æ
912701æ25æGæ1    æ10æ
912703æ25æGæ1    æ6.8æ
912704æ25æGæ1    æ40æ
912705æ25æGæ1    æ6.3æ
912706æ25æGæ1    æ6æ
912708æ25æGæ1    æ8.1æ
912712æ25æGæ1    æ10.8æ
912714æ25æGæ1    æ7.5æ
912715æ25æGæ1    æ72æ
912716æ25æGæ1    æ46.2æ
912719æ25æGæ1    æ81æ
912723æ25æGæ1    æ75.6æ
912726æ25æGæ1    æ9æ
912727æ25æGæ1    æ8æ
912729æ25æGæ1    æ11æ
912736æ25æGæ1    æ12æ
912737æ25æGæ1    æ13æ
912739æ25æGæ1    æ8æ
912740æ25æGæ1    æ15æ
912741æ25æGæ1    æ11æ
912742æ25æGæ1    æ8æ
912761æ25æGæ1    æ47æ
912764æ25æGæ1    æ61.5æ
912765æ25æGæ1    æ14æ
912774æ25æGæ1    æ54æ
912778æ25æGæ1    æ42æ
912783æ25æGæ1    æ73æ
912798æ25æGæ1    æ51æ
912804æ25æGæ1    æ61æ
912805æ25æGæ1    æ76æ
912809æ25æGæ1    æ36æ
912813æ25æGæ1    æ71æ
912818æ25æGæ1    æ84.5æ
912825æ25æGæ1    æ73æ
912844æ25æGæ1    æ63æ
912857æ25æGæ1    æ62æ
912863æ25æGæ1    æ62æ
912864æ25æGæ1    æ62æ
912867æ25æGæ1    æ45æ
912868æ25æGæ1    æ60æ
912869æ25æGæ1    æ60æ
912899æ25æGæ1    æ77æ
912902æ25æGæ1    æ51æ
912905æ25æGæ1    æ42æ
912909æ25æGæ1    æ52æ
912913æ25æGæ1    æ31æ
912915æ25æGæ1    æ67.3æ
912916æ25æGæ1    æ55æ
912917æ25æGæ1    æ37æ
912918æ25æGæ1    æ23æ
912928æ25æGæ1    æ70æ
912929æ25æGæ1    æ50æ
912930æ25æGæ1    æ66æ
912933æ25æGæ1    æ67æ
912934æ25æGæ1    æ61æ
912936æ25æGæ1    æ46æ
912940æ25æGæ1    æ64æ
912942æ25æGæ1    æ51æ
912944æ25æGæ1    æ63æ
912949æ25æGæ1    æ56æ
912952æ25æGæ1    æ49æ
912959æ25æGæ1    æ35æ
912963æ25æGæ1    æ70æ
912964æ25æGæ1    æ46æ
912977æ25æGæ1    æ66æ
912981æ25æGæ1    æ64æ
912982æ25æGæ1    æ67æ
912985æ25æGæ1    æ48.5æ
912987æ25æGæ1    æ68.5æ
912993æ25æGæ1    æ72æ
913001æ25æGæ1    æ34æ
913009æ25æGæ1    æ36æ
913017æ25æGæ1    æ53æ
913026æ25æGæ1    æ37æ
913042æ25æGæ1    æ70æ
913043æ25æGæ1    æ53æ
913044æ25æGæ1    æ45æ
913049æ25æGæ1    æ68æ
913050æ25æGæ1    æ42æ
913051æ25æGæ1    æ63æ
913053æ25æGæ1    æ29æ
913054æ25æGæ1    æ34æ
913059æ25æGæ1    æ46æ
913076æ25æGæ1    æ54æ
913077æ25æGæ1    æ28æ
913082æ25æGæ1    æ38.83æ
913084æ25æGæ1    æ30.3æ
913085æ25æGæ1    æ25æ
913090æ25æGæ1    æ51æ
913093æ25æGæ1    æ63æ
913096æ25æGæ1    æ28æ
913098æ25æGæ1    æ31æ
913100æ25æGæ1    æ70æ
913101æ25æGæ1    æ58æ
913103æ25æGæ1    æ68æ
913104æ25æGæ1    æ68æ
913105æ25æGæ1    æ63æ
913106æ25æGæ1    æ69æ
913112æ25æGæ1    æ64æ
913113æ25æGæ1    æ51æ
913118æ25æGæ1    æ64æ
913119æ25æGæ1    æ50æ
913120æ25æGæ1    æ63æ
913121æ25æGæ1    æ65æ
913124æ25æGæ1    æ71æ
913129æ25æGæ1    æ59æ
913130æ25æGæ1    æ64æ
913137æ25æGæ1    æ60æ
913143æ25æGæ1    æ47æ
913145æ25æGæ1    æ47æ
913148æ25æGæ1    æ74æ
913149æ25æGæ1    æ83.46æ
913150æ25æGæ1    æ79æ
913153æ25æGæ1    æ68æ
913157æ25æGæ1    æ73æ
913159æ25æGæ1    æ46æ
913165æ25æGæ1    æ64æ
913167æ25æGæ1    æ63æ
913168æ25æGæ1    æ62æ
913171æ25æGæ1    æ63æ
913173æ25æGæ1    æ63æ
913176æ25æGæ1    æ74æ
913181æ25æGæ1    æ74æ
913186æ25æGæ1    æ68æ
913190æ25æGæ1    æ67æ
913193æ25æGæ1    æ70æ
913194æ25æGæ1    æ66æ
913195æ25æGæ1    æ69æ
913197æ25æGæ1    æ66æ
913203æ25æGæ1    æ71æ
913204æ25æGæ1    æ60æ
913207æ25æGæ1    æ36æ
913211æ25æGæ1    æ79æ
913214æ25æGæ1    æ79æ
913246æ25æGæ1    æ69æ
913253æ25æGæ1    æ40æ
913254æ25æGæ1    æ53æ
913255æ25æGæ1    æ62æ
913260æ25æGæ1    æ52æ
913264æ25æGæ1    æ44æ
913265æ25æGæ1    æ61æ
913266æ25æGæ1    æ47æ
913268æ25æGæ1    æ41æ
913269æ25æGæ1    æ70æ
913272æ25æGæ1    æ47æ
913278æ25æGæ1    æ51æ
913279æ25æGæ1    æ40æ
913287æ25æGæ1    æ40æ
913291æ25æGæ1    æ44æ
913322æ25æGæ1    æ49æ
913338æ25æGæ1    æ11.14æ
913347æ25æGæ1    æ3.88æ
913348æ25æGæ1    æ50æ
913349æ25æGæ1    æ14.02æ
913351æ25æGæ1    æ9.47æ
913352æ25æGæ1    æ50æ
913358æ25æGæ1    æ70æ
913361æ25æGæ1    æ67æ
913362æ25æGæ1    æ7.3æ
913366æ25æGæ1    æ14.83æ
913371æ25æGæ1    æ79æ
913374æ25æGæ1    æ63æ
913376æ25æGæ1    æ67æ
913382æ25æGæ1    æ16.1æ
913385æ25æGæ1    æ9.6æ
913386æ25æGæ1    æ46æ
913390æ25æGæ1    æ5.98æ
913395æ25æGæ1    æ6.94æ
913406æ25æGæ1    æ14.84æ
913409æ25æGæ1    æ12æ
913410æ25æGæ1    æ34æ
913424æ25æGæ1    æ61æ
913446æ25æGæ1    æ36æ
913542æ16æGæ1    æ38æ
913545æ25æGæ1    æ44.67æ
913560æ25æGæ1    æ55.5æ
913564æ25æGæ1    æ41.8æ
913604æ25æGæ1    æ75æ
913617æ25æGæ1    æ45æ
913656æ25æGæ1    æ74æ
913657æ25æGæ1    æ43æ
913658æ25æGæ1    æ37æ
913662æ25æGæ1    æ32æ
913663æ25æGæ1    æ37.8æ
913664æ25æGæ1    æ48æ
913665æ25æGæ1    æ49æ
913668æ25æGæ1    æ38æ
913671æ25æGæ1    æ68æ
913673æ25æGæ1    æ71æ
913676æ25æGæ1    æ29.5æ
913681æ25æGæ1    æ52æ
913683æ25æGæ1    æ63.74æ
913686æ25æGæ1    æ57.8æ
913691æ16æGæ1    æ38æ
913692æ25æGæ1    æ40æ
913703æ25æGæ1    æ35æ
913707æ25æGæ1    æ35æ
913718æ25æGæ1    æ35æ
913727æ25æGæ1    æ49.7æ
913728æ25æGæ1    æ63æ
913731æ25æGæ1    æ55.8æ
913735æ25æGæ1    æ52æ
913736æ25æGæ1    æ54.6æ
913738æ25æGæ1    æ39æ
913740æ25æGæ1    æ49æ
913741æ25æGæ1    æ82æ
913745æ25æGæ1    æ63æ
913750æ25æGæ1    æ63æ
913753æ25æGæ1    æ41.7æ
913759æ25æGæ1    æ44.8æ
913761æ25æGæ1    æ53æ
913766æ16æGæ1    æ26æ
913774æ25æGæ1    æ41æ
913783æ25æGæ1    æ61æ
913785æ25æGæ1    æ35æ
913788æ25æGæ1    æ52æ
913795æ25æGæ1    æ53æ
913797æ25æGæ1    æ70æ
913800æ25æGæ1    æ51.5æ
913801æ25æGæ1    æ61æ
913802æ25æGæ1    æ63æ
913806æ25æGæ1    æ63æ
913812æ25æGæ1    æ80æ
913815æ25æGæ1    æ68æ
913822æ25æGæ1    æ65æ
913828æ25æGæ1    æ61æ
913831æ25æGæ1    æ61æ
913835æ25æGæ1    æ68æ
913837æ25æGæ1    æ62æ
913838æ25æGæ1    æ51æ
913846æ25æGæ1    æ69æ
913850æ25æGæ1    æ70æ
913862æ25æGæ1    æ67æ
913892æ25æGæ1    æ52æ
913893æ25æGæ1    æ50æ
913894æ25æGæ1    æ47æ
913897æ25æGæ1    æ39æ
913902æ25æGæ1    æ44æ
913907æ25æGæ1    æ59æ
913910æ16æGæ1    æ65æ
913917æ25æGæ1    æ33æ
913920æ25æGæ1    æ74æ
913924æ25æGæ1    æ63æ
913928æ25æGæ1    æ64æ
913930æ25æGæ1    æ54æ
913935æ25æGæ1    æ65æ
913936æ25æGæ1    æ54æ
913937æ25æGæ1    æ77æ
913939æ25æGæ1    æ69æ
913944æ25æGæ1    æ78æ
913950æ25æGæ1    æ31æ
913951æ25æGæ1    æ40æ
913952æ25æGæ1    æ36æ
913954æ25æGæ1    æ62æ
913967æ25æGæ1    æ41æ
913970æ25æGæ1    æ56æ
913976æ16æGæ1    æ78æ
913978æ16æGæ1    æ83æ
913981æ16æGæ1    æ67æ
914002æ16æGæ1    æ38æ
914007æ16æGæ1    æ67æ
914010æ16æGæ1    æ65æ
914012æ25æGæ1    æ41æ
