id_actividadæid_tipo_componenteæCom_Lubætipo_consumidoæcantidad_consumida
917040æ25æGæ1    æ11æ
917041æ25æGæ1    æ12æ
917042æ25æGæ1    æ9æ
917043æ25æGæ1    æ10æ
917044æ25æGæ1    æ6æ
917045æ25æGæ1    æ8æ
917047æ25æGæ1    æ69æ
917049æ25æGæ1    æ38æ
917051æ25æGæ1    æ43æ
917054æ25æGæ1    æ40æ
917058æ25æGæ1    æ16æ
917064æ25æGæ1    æ12æ
917065æ25æGæ1    æ16æ
917066æ25æGæ1    æ10æ
917068æ25æGæ1    æ36æ
917080æ25æGæ1    æ93æ
917083æ25æGæ1    æ84æ
917087æ25æGæ1    æ51.8æ
917090æ25æGæ1    æ52æ
917094æ25æGæ1    æ38æ
917105æ25æGæ1    æ74æ
917127æ25æGæ1    æ57æ
917131æ25æGæ1    æ2æ
917133æ25æGæ1    æ73æ
917156æ25æGæ1    æ91æ
917157æ25æGæ1    æ46æ
917159æ25æGæ1    æ94æ
917161æ25æGæ1    æ124æ
917162æ25æGæ1    æ108æ
917163æ25æGæ1    æ20æ
917164æ25æGæ1    æ20æ
917168æ25æGæ1    æ17æ
917172æ25æGæ1    æ12æ
917179æ25æGæ1    æ27æ
917201æ25æGæ1    æ30æ
917218æ25æGæ1    æ28æ
917224æ25æGæ1    æ24æ
917227æ25æGæ1    æ30æ
917228æ25æGæ1    æ8æ
917230æ25æGæ1    æ20æ
917254æ25æGæ1    æ33æ
917258æ25æGæ1    æ65æ
917277æ25æGæ1    æ58æ
917289æ25æGæ1    æ51.2æ
917323æ25æGæ1    æ53.54æ
917325æ25æGæ1    æ30æ
917326æ25æGæ1    æ67.7æ
917329æ25æGæ1    æ66æ
917332æ25æGæ1    æ77æ
919166æ25æGæ1    æ79æ
919168æ25æGæ1    æ89æ
919181æ25æGæ1    æ25æ
919193æ25æGæ1    æ30æ
919195æ25æGæ1    æ50æ
919199æ25æGæ1    æ18æ
919201æ25æGæ1    æ38æ
919210æ25æGæ1    æ20æ
919213æ25æGæ1    æ20æ
919218æ25æGæ1    æ11æ
919221æ25æGæ1    æ7æ
919361æ25æGæ1    æ14æ
919363æ25æGæ1    æ13.3æ
919376æ25æGæ1    æ12.3æ
919378æ25æGæ1    æ16.9æ
919380æ25æGæ1    æ17.6æ
919438æ16æGæ1    æ20æ
919452æ16æGæ1    æ46æ
919453æ16æGæ1    æ43æ
919456æ16æGæ1    æ33æ
919457æ16æGæ1    æ43æ
919484æ16æGæ1    æ40æ
919501æ25æGæ1    æ51æ
919515æ25æGæ1    æ65æ
919538æ25æGæ1    æ63æ
919547æ25æGæ1    æ9æ
919549æ25æGæ1    æ13æ
919552æ25æGæ1    æ51æ
919554æ25æGæ1    æ64æ
919557æ25æGæ1    æ19æ
919561æ25æGæ1    æ14æ
919562æ25æGæ1    æ6æ
919565æ25æGæ1    æ8æ
919570æ25æGæ1    æ44æ
919574æ25æGæ1    æ57æ
919588æ25æGæ1    æ31æ
919589æ25æGæ1    æ56æ
919600æ25æGæ1    æ13æ
919613æ25æGæ1    æ12æ
919620æ25æGæ1    æ18æ
919624æ25æGæ1    æ128æ
919625æ25æGæ1    æ11æ
919632æ25æGæ1    æ15æ
919634æ25æGæ1    æ16æ
919635æ25æGæ1    æ81æ
919636æ25æGæ1    æ67æ
919639æ25æGæ1    æ7æ
919640æ25æGæ1    æ75æ
919643æ25æGæ1    æ57æ
919646æ25æGæ1    æ50æ
919651æ25æGæ1    æ31æ
919655æ25æGæ1    æ71æ
919658æ25æGæ1    æ68æ
919660æ25æGæ1    æ66æ
919662æ25æGæ1    æ16æ
919663æ25æGæ1    æ67æ
919666æ25æGæ1    æ84æ
919668æ25æGæ1    æ25æ
919670æ25æGæ1    æ72æ
919674æ25æGæ1    æ63æ
919675æ25æGæ1    æ53æ
919676æ25æGæ1    æ88æ
919677æ25æGæ1    æ27æ
919680æ25æGæ1    æ83æ
919685æ25æGæ1    æ27æ
919686æ25æGæ1    æ81æ
919687æ25æGæ1    æ60æ
919689æ25æGæ1    æ94æ
919690æ25æGæ1    æ7æ
919691æ25æGæ1    æ11æ
919694æ25æGæ1    æ18æ
919696æ25æGæ1    æ70æ
919697æ25æGæ1    æ5æ
919700æ25æGæ1    æ84æ
919701æ25æGæ1    æ59æ
919703æ25æGæ1    æ49æ
919704æ25æGæ1    æ59æ
919705æ25æGæ1    æ89æ
919711æ25æGæ1    æ56æ
919714æ25æGæ1    æ13æ
919715æ25æGæ1    æ64æ
919718æ25æGæ1    æ5æ
919720æ25æGæ1    æ78æ
919721æ25æGæ1    æ8æ
919722æ25æGæ1    æ12æ
919724æ25æGæ1    æ9æ
919725æ25æGæ1    æ31æ
919727æ25æGæ1    æ9æ
919729æ25æGæ1    æ8æ
919730æ25æGæ1    æ10æ
919731æ25æGæ1    æ25æ
919732æ25æGæ1    æ9æ
919733æ25æGæ1    æ6æ
919734æ25æGæ1    æ25æ
919737æ25æGæ1    æ14æ
919739æ25æGæ1    æ31æ
919740æ25æGæ1    æ51æ
919754æ25æGæ1    æ67æ
919755æ25æGæ1    æ42æ
919758æ25æGæ1    æ64æ
919762æ25æGæ1    æ66æ
919764æ25æGæ1    æ63æ
919766æ25æGæ1    æ62æ
919767æ25æGæ1    æ33æ
919768æ19æGæ1    æ44æ
919770æ25æGæ1    æ45æ
919772æ25æGæ1    æ27æ
919773æ25æGæ1    æ49æ
919774æ25æGæ1    æ51æ
919775æ25æGæ1    æ32æ
919778æ25æGæ1    æ37æ
919781æ25æGæ1    æ73æ
919787æ25æGæ1    æ39æ
919789æ25æGæ1    æ69æ
919790æ25æGæ1    æ34æ
919806æ25æGæ1    æ84æ
919820æ25æGæ1    æ46æ
919826æ25æGæ1    æ44æ
919834æ25æGæ1    æ42æ
919836æ25æGæ1    æ15æ
919844æ25æGæ1    æ103æ
919848æ25æGæ1    æ77æ
919849æ25æGæ1    æ54æ
919853æ25æGæ1    æ28æ
919854æ25æGæ1    æ127æ
919856æ25æGæ1    æ38æ
919857æ25æGæ1    æ59æ
919859æ25æGæ1    æ41æ
919861æ25æGæ1    æ42æ
919862æ25æGæ1    æ20æ
919864æ25æGæ1    æ56æ
919868æ25æGæ1    æ36æ
919870æ25æGæ1    æ122æ
919874æ25æGæ1    æ28æ
919876æ25æGæ1    æ25æ
919879æ25æGæ1    æ28æ
919880æ25æGæ1    æ25æ
919883æ25æGæ1    æ59æ
919885æ25æGæ1    æ135æ
919886æ25æGæ1    æ22æ
919888æ25æGæ1    æ30æ
919897æ25æGæ1    æ43æ
919900æ25æGæ1    æ45æ
919901æ25æGæ1    æ38æ
919952æ25æGæ1    æ16.6æ
919960æ25æGæ1    æ9.13æ
919966æ25æGæ1    æ10.3æ
919968æ25æGæ1    æ3æ
919983æ25æGæ1    æ8.5æ
919984æ25æGæ1    æ8.97æ
919986æ25æGæ1    æ7.5æ
920006æ25æGæ1    æ9.05æ
920013æ25æGæ1    æ45æ
920098æ25æGæ1    æ100æ
920099æ25æGæ1    æ200æ
920101æ25æGæ1    æ36æ
920113æ25æGæ1    æ32æ
920120æ25æGæ1    æ69æ
920132æ25æGæ1    æ39æ
920147æ25æGæ1    æ50æ
920150æ25æGæ1    æ48æ
920151æ25æGæ1    æ51æ
920154æ25æGæ1    æ78æ
920156æ25æGæ1    æ60æ
920160æ25æGæ1    æ77æ
920164æ25æGæ1    æ48æ
920165æ25æGæ1    æ28æ
920171æ25æGæ1    æ142æ
920174æ25æGæ1    æ57æ
920179æ25æGæ1    æ60æ
920182æ25æGæ1    æ90æ
920187æ25æGæ1    æ33æ
920188æ25æGæ1    æ16æ
920189æ25æGæ1    æ24æ
920191æ25æGæ1    æ52æ
920194æ25æGæ1    æ25æ
920197æ25æGæ1    æ49æ
920198æ25æGæ1    æ25æ
920200æ25æGæ1    æ17æ
920203æ25æGæ1    æ36æ
920206æ25æGæ1    æ18æ
920232æ25æGæ1    æ33æ
920233æ25æGæ1    æ17æ
920236æ25æGæ1    æ36æ
920239æ25æGæ1    æ37æ
920240æ25æGæ1    æ40æ
920243æ25æGæ1    æ34æ
920245æ25æGæ1    æ33æ
920246æ25æGæ1    æ8æ
920248æ25æGæ1    æ22æ
920250æ25æGæ1    æ21æ
920251æ25æGæ1    æ9æ
920257æ25æGæ1    æ53æ
920258æ25æGæ1    æ6æ
920260æ25æGæ1    æ8æ
920264æ25æGæ1    æ10æ
920266æ25æGæ1    æ55æ
920267æ25æGæ1    æ7æ
920270æ16æGæ1    æ11æ
920274æ25æGæ1    æ55æ
920277æ25æGæ1    æ15æ
920283æ25æGæ1    æ8æ
920284æ25æGæ1    æ8æ
920285æ25æGæ1    æ44æ
920287æ25æGæ1    æ10æ
920298æ25æGæ1    æ12æ
920299æ25æGæ1    æ20æ
920302æ25æGæ1    æ11æ
920305æ25æGæ1    æ12æ
920310æ25æGæ1    æ36æ
920313æ25æGæ1    æ11æ
920316æ25æGæ1    æ58æ
920317æ25æGæ1    æ10æ
920319æ25æGæ1    æ11æ
920320æ25æGæ1    æ9æ
920321æ25æGæ1    æ8æ
920326æ25æGæ1    æ9æ
920327æ25æGæ1    æ11æ
920332æ25æGæ1    æ11æ
920333æ25æGæ1    æ10æ
920336æ25æGæ1    æ14æ
920360æ25æGæ1    æ31æ
920368æ25æGæ1    æ41æ
920431æ25æGæ1    æ52æ
920478æ25æGæ1    æ19.7æ
920586æ25æGæ1    æ65æ
920612æ25æGæ1    æ25æ
920637æ25æGæ1    æ5.62æ
920645æ25æGæ1    æ4.34æ
920649æ25æGæ1    æ6æ
920650æ25æGæ1    æ4.91æ
920651æ25æGæ1    æ12.49æ
920654æ25æGæ1    æ14.11æ
920656æ25æGæ1    æ13.35æ
920664æ25æGæ1    æ46.96æ
920666æ25æGæ1    æ30.4æ
920710æ25æGæ1    æ67æ
920737æ16æGæ1    æ5æ
920741æ16æGæ1    æ5æ
920748æ25æGæ1    æ77.84æ
920777æ25æGæ1    æ53.59æ
920778æ16æGæ1    æ73æ
920786æ16æGæ1    æ59æ
920794æ16æGæ1    æ55æ
920812æ16æGæ1    æ30æ
920813æ16æGæ1    æ15æ
920816æ16æGæ1    æ20æ
920818æ16æGæ1    æ25æ
920820æ16æGæ1    æ25æ
920843æ16æGæ1    æ46æ
920850æ16æGæ1    æ32æ
920913æ25æGæ1    æ44æ
920931æ25æGæ1    æ147æ
920934æ25æGæ1    æ98æ
920938æ25æGæ1    æ75æ
920944æ25æGæ1    æ49æ
920949æ25æGæ1    æ25æ
920955æ16æGæ1    æ74æ
920970æ25æGæ1    æ69æ
920974æ25æGæ1    æ42æ
920981æ25æGæ1    æ18æ
920984æ25æGæ1    æ58æ
920990æ25æGæ1    æ68æ
920998æ25æGæ1    æ80æ
921000æ25æGæ1    æ66æ
921011æ25æGæ1    æ84æ
921012æ25æGæ1    æ65æ
921028æ25æGæ1    æ55æ
921031æ25æGæ1    æ51æ
921070æ25æGæ1    æ27æ
921074æ25æGæ1    æ70æ
921105æ25æGæ1    æ87æ
921474æ25æGæ1    æ35æ
921482æ25æGæ1    æ37æ
921497æ25æGæ1    æ124æ
921498æ16æGæ1    æ110æ
921501æ25æGæ1    æ75æ
921511æ25æGæ1    æ20æ
921514æ25æGæ1    æ53æ
921515æ25æGæ1    æ49æ
921692æ25æGæ1    æ50æ
921693æ25æGæ1    æ68æ
921695æ25æGæ1    æ67æ
921696æ25æGæ1    æ43æ
921704æ25æGæ1    æ32æ
921705æ16æGæ1    æ44æ
921706æ16æGæ1    æ83æ
921707æ25æGæ1    æ42æ
921708æ25æGæ1    æ31æ
921709æ16æGæ1    æ67æ
921710æ16æGæ1    æ50æ
921793æ16æGæ1    æ67æ
921803æ16æGæ1    æ70æ
921810æ16æGæ1    æ45æ
921824æ16æGæ1    æ54æ
921837æ16æGæ1    æ51æ
921845æ16æGæ1    æ58æ
921847æ16æGæ1    æ53æ
921849æ16æGæ1    æ130æ
921850æ16æGæ1    æ33æ
921852æ16æGæ1    æ88æ
921854æ16æGæ1    æ91æ
921865æ16æGæ1    æ45æ
921869æ16æGæ1    æ45æ
921873æ16æGæ1    æ76æ
921929æ16æGæ1    æ20æ
921937æ16æGæ1    æ15æ
921946æ16æGæ1    æ53æ
921961æ16æGæ1    æ57æ
921970æ16æGæ1    æ45æ
921980æ16æGæ1    æ63æ
922008æ25æGæ1    æ68æ
922016æ25æGæ1    æ30æ
922034æ25æGæ1    æ13æ
922040æ25æGæ1    æ300æ
922043æ25æGæ1    æ3æ
922057æ25æGæ1    æ150æ
922063æ25æGæ1    æ80æ
922067æ25æGæ1    æ171æ
922069æ16æGæ1    æ46æ
922070æ25æGæ1    æ67æ
922076æ16æGæ1    æ45æ
922077æ25æGæ1    æ20æ
922079æ25æGæ1    æ11æ
922084æ16æGæ1    æ69æ
922095æ16æGæ1    æ18æ
922112æ16æGæ1    æ17æ
922158æ16æGæ1    æ15æ
922160æ16æGæ1    æ10æ
922167æ25æGæ1    æ73æ
922169æ16æGæ1    æ15æ
922186æ25æGæ1    æ69æ
922217æ16æGæ1    æ13æ
922222æ16æGæ1    æ12æ
922227æ25æGæ1    æ50æ
922240æ25æGæ1    æ108æ
922250æ25æGæ1    æ47.42æ
922256æ25æGæ1    æ53æ
922278æ16æGæ1    æ8æ
922304æ25æGæ1    æ75æ
922306æ25æGæ1    æ60æ
922310æ25æGæ1    æ46æ
922314æ16æGæ1    æ23æ
922315æ25æGæ1    æ36æ
922316æ25æGæ1    æ40æ
922317æ16æGæ1    æ33æ
922319æ16æGæ1    æ33æ
922323æ16æGæ1    æ38æ
922332æ25æGæ1    æ46æ
922333æ16æGæ1    æ45æ
922336æ16æGæ1    æ52æ
922338æ16æGæ1    æ59æ
922340æ25æGæ1    æ60æ
922342æ16æGæ1    æ59æ
922344æ25æGæ1    æ59æ
922350æ25æGæ1    æ63æ
922351æ16æGæ1    æ60æ
922353æ25æGæ1    æ42æ
922359æ16æGæ1    æ35æ
922360æ16æGæ1    æ51æ
922362æ25æGæ1    æ41æ
922364æ16æGæ1    æ53æ
922367æ16æGæ1    æ39æ
922369æ25æGæ1    æ46æ
922374æ25æGæ1    æ51æ
922377æ25æGæ1    æ51æ
922379æ25æGæ1    æ24æ
922394æ25æGæ1    æ46æ
922409æ25æGæ1    æ47æ
922410æ25æGæ1    æ54æ
922415æ25æGæ1    æ39æ
922423æ25æGæ1    æ40æ
922427æ25æGæ1    æ50æ
922429æ25æGæ1    æ41æ
922431æ25æGæ1    æ49æ
922435æ25æGæ1    æ45æ
922443æ25æGæ1    æ34æ
922450æ25æGæ1    æ53æ
922452æ16æGæ1    æ12æ
922455æ25æGæ1    æ54æ
922457æ16æGæ1    æ42æ
922460æ16æGæ1    æ42æ
922463æ25æGæ1    æ46æ
922467æ25æGæ1    æ47æ
922469æ25æGæ1    æ44æ
922470æ25æGæ1    æ18æ
922471æ16æGæ1    æ29æ
922473æ16æGæ1    æ64æ
922477æ25æGæ1    æ60æ
922480æ25æGæ1    æ42æ
922481æ16æGæ1    æ44æ
922489æ25æGæ1    æ28æ
922498æ25æGæ1    æ70æ
922508æ16æGæ1    æ6æ
922509æ16æGæ1    æ62æ
922512æ16æGæ1    æ73æ
922513æ25æGæ1    æ52æ
922518æ25æGæ1    æ50æ
922519æ25æGæ1    æ40æ
922525æ25æGæ1    æ60æ
922534æ25æGæ1    æ40æ
922537æ25æGæ1    æ9.9æ
922538æ25æGæ1    æ21æ
922541æ25æGæ1    æ27æ
922544æ25æGæ1    æ9.8æ
922547æ25æGæ1    æ10.46æ
922549æ25æGæ1    æ58æ
922550æ25æGæ1    æ14.23æ
922554æ25æGæ1    æ4æ
922559æ25æGæ1    æ8æ
922562æ25æGæ1    æ34æ
922577æ25æGæ1    æ7æ
922583æ25æGæ1    æ82æ
922598æ25æGæ1    æ52æ
922613æ25æGæ1    æ65æ
922615æ25æGæ1    æ51æ
922625æ25æGæ1    æ65æ
922634æ25æGæ1    æ87æ
922733æ25æGæ1    æ17æ
922745æ25æGæ1    æ17æ
922750æ25æGæ1    æ83æ
922760æ25æGæ1    æ42æ
922761æ25æGæ1    æ67æ
922764æ25æGæ1    æ76æ
922765æ25æGæ1    æ80æ
922766æ25æGæ1    æ27æ
922767æ25æGæ1    æ20æ
922768æ25æGæ1    æ30æ
922777æ25æGæ1    æ46.8æ
922778æ25æGæ1    æ22.6æ
922779æ25æGæ1    æ25æ
922781æ25æGæ1    æ36.7æ
922787æ25æGæ1    æ62æ
922788æ25æGæ1    æ4.16æ
922789æ25æGæ1    æ48æ
922790æ25æGæ1    æ48æ
922791æ25æGæ1    æ85æ
922792æ25æGæ1    æ78æ
922793æ25æGæ1    æ7æ
922804æ25æGæ1    æ64.8æ
922807æ25æGæ1    æ8.27æ
922810æ25æGæ1    æ13.6æ
922812æ25æGæ1    æ11.5æ
922817æ25æGæ1    æ11æ
922821æ25æGæ1    æ4.16æ
922822æ25æGæ1    æ13.68æ
922828æ25æGæ1    æ14.52æ
922838æ25æGæ1    æ14.09æ
922847æ25æGæ1    æ27.7æ
922849æ25æGæ1    æ21æ
922851æ25æGæ1    æ125æ
922858æ25æGæ1    æ20æ
922864æ25æGæ1    æ63æ
922894æ25æGæ1    æ71æ
922900æ25æGæ1    æ61æ
922913æ25æGæ1    æ45.71æ
922915æ25æGæ1    æ52æ
922925æ25æGæ1    æ46æ
922929æ25æGæ1    æ52æ
922947æ25æGæ1    æ41æ
922960æ25æGæ1    æ71æ
922967æ25æGæ1    æ101æ
922986æ25æGæ1    æ66æ
922988æ25æGæ1    æ30æ
922991æ25æGæ1    æ62æ
923008æ25æGæ1    æ61æ
923023æ25æGæ1    æ60æ
923055æ25æGæ1    æ43æ
923089æ25æGæ1    æ98æ
923090æ25æGæ1    æ25.5æ
923092æ25æGæ1    æ123.76æ
923099æ25æGæ1    æ30.5æ
923103æ25æGæ1    æ56æ
923104æ25æGæ1    æ58æ
923112æ25æGæ1    æ68.69æ
923115æ25æGæ1    æ79.96æ
923116æ25æGæ1    æ49æ
923140æ25æGæ1    æ74æ
923148æ25æGæ1    æ66.36æ
923158æ25æGæ1    æ40æ
923175æ25æGæ1    æ43æ
923181æ25æGæ1    æ56æ
923182æ25æGæ1    æ52æ
923198æ25æGæ1    æ62æ
923202æ25æGæ1    æ52æ
923211æ25æGæ1    æ23æ
923235æ25æGæ1    æ36æ
923237æ25æGæ1    æ43æ
923240æ25æGæ1    æ83æ
923256æ25æGæ1    æ60æ
923261æ25æGæ1    æ84æ
923264æ25æGæ1    æ84æ
923267æ25æGæ1    æ82æ
923275æ25æGæ1    æ41æ
923288æ25æGæ1    æ40æ
923289æ25æGæ1    æ30æ
923291æ25æGæ1    æ64æ
923296æ25æGæ1    æ54æ
923313æ25æGæ1    æ56æ
923318æ25æGæ1    æ71.15æ
923319æ25æGæ1    æ60æ
923321æ25æGæ1    æ20æ
923322æ25æGæ1    æ57æ
923809æ25æGæ1    æ8æ
923874æ25æGæ1    æ24æ
923890æ25æGæ1    æ56æ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
æææææ
